city,state_id,county_name,population,density,zips
Bronson,FL,Levy,1119,100,32621
Hernando Beach,FL,Hernando,2567,279,34607
Oakland,FL,Orange,2996,505,34760 34787 34740
Greenacres,FL,Palm Beach,40719,2692,33413 33415 33463
Bokeelia,FL,Lee,1349,58,33922
Naples,FL,Collier,21948,689,34103 34102 34101 34105 34104 34106
Trinity,FL,Pasco,10529,908,34655
Mount Dora,FL,Lake,13916,668,32757 32756
Grand Ridge,FL,Jackson,876,77,32442
Opa-locka,FL,Miami-Dade,16479,1477,33054
Plantation Island,FL,Collier,364,245,34139
Fort Green,FL,Hardee,168,16,33834
Bowling Green,FL,Hardee,2919,895,33834
Citrus Park,FL,Hillsborough,25994,987,33625 33556
Harlem Heights,FL,Lee,1585,945,33908
Miami Springs,FL,Miami-Dade,14424,1934,33166 33011
Lakeside,FL,Clay,30983,889,32068 32065 32073 32030
Crystal Lake,FL,Polk,6355,961,33801
Gotha,FL,Orange,1911,431,34734 34786
Tarpon Springs,FL,Pinellas,25331,1071,34689
The Crossings,FL,Miami-Dade,23062,2577,33186
Balm,FL,Hillsborough,2664,102,33598 33503
Okahumpka,FL,Lake,127,198,34762
Kendale Lakes,FL,Miami-Dade,59812,2859,33175 33183
Palmetto Estates,FL,Miami-Dade,15998,2861,33157
New Smyrna Beach,FL,Volusia,26470,272,32169 32168 32170
Anna Maria,FL,Manatee,1725,901,34216
Holly Hill,FL,Volusia,12218,1190,32117 32125
Pine Lakes,FL,Lake,617,148,32736
Treasure Island,FL,Pinellas,6938,1732,33706 33740
Miramar,FL,Broward,140328,1879,33029 33023 33027 33025
Tice,FL,Lee,4764,1671,33905
River Park,FL,St. Lucie,6055,994,34983 34952
Miami,FL,Miami-Dade,6381966,4969,33129 33125 33126 33127 33128 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109 33111 33151 33222 33231 33233 33238 33255 33299
Blountstown,FL,Calhoun,4638,297,32424
River Ridge,FL,Pasco,5002,460,34654
Rotonda,FL,Charlotte,8981,325,33947
Woodville,FL,Leon,2770,166,32305 32362
Lake Lorraine,FL,Okaloosa,7081,1324,32579
Ferry Pass,FL,Escambia,33532,928,32504 32514 32512 32523
Cleveland,FL,Charlotte,3317,243,33982
Holley,FL,Santa Rosa,1634,177,32566
West Miami,FL,Miami-Dade,8120,4422,33144 33155
West Palm Beach,FL,Palm Beach,110222,775,33411 33412 33417 33409 33407 33405 33401 33402 33422
Keystone,FL,Hillsborough,24236,266,33626 33556 33558
Gun Club Estates,FL,Palm Beach,1306,4221,33406
Cedar Key,FL,Levy,690,274,32625
Welaka,FL,Putnam,702,184,32193 32189
Highland Beach,FL,Palm Beach,3800,2733,33487
Warm Mineral Springs,FL,Sarasota,5305,896,34287
Goodland,FL,Collier,197,493,34140
Boca Raton,FL,Palm Beach,98150,1309,33496 33487 33486 33432 33433 33431 33434 33427 33429 33481 33499
Bradenton Beach,FL,Manatee,1269,950,34217
Country Walk,FL,Miami-Dade,16601,2485,33196 33186
Pompano Beach,FL,Broward,110473,1775,33069 33060 33062 33064 33061 33072 33074 33097
Hobe Sound,FL,Martin,14301,782,33455
Palm Springs North,FL,Miami-Dade,5624,2729,33015
North Redington Beach,FL,Pinellas,1477,2181,33708
Butler Beach,FL,St. Johns,4983,756,32080
Deerfield Beach,FL,Broward,80571,2081,33442 33441 33064 33443
Memphis,FL,Manatee,8926,1055,34221
South Daytona,FL,Volusia,12936,1349,32119
Naples Manor,FL,Collier,6121,3453,34113
Cocoa Beach,FL,Brevard,11733,972,32931 32932
Lakewood Park,FL,St. Lucie,12090,702,34951
Pomona Park,FL,Putnam,899,114,32181
Matlacha Isles-Matlacha Shores,FL,Lee,375,725,33991 33993
Bonita Springs,FL,Lee,396220,558,33931 34134 34135
Weston,FL,Broward,70944,1113,33326 33327 33331 33332
Lealman,FL,Pinellas,20755,1989,33702 33709 33714 33784
Page Park,FL,Lee,493,707,33907
Upper Grand Lagoon,FL,Bay,16094,767,32408 32407 32406 32411
Zolfo Springs,FL,Hardee,1816,403,33890
Manalapan,FL,Palm Beach,461,398,33462
Palm City,FL,Martin,24537,683,34990 34991
Nocatee,FL,St. Johns,11634,170,32081
Belle Isle,FL,Orange,6996,1125,32809 32812
Lakeland,FL,Polk,291281,630,33813 33803 33801 33805 33815 33811 33802 33804 33806
South Miami,FL,Miami-Dade,12281,2091,33143 33155 33243
Verona Walk,FL,Collier,2550,617,34114
Bayport,FL,Hernando,56,37,34607
Pierson,FL,Volusia,1883,71,32180
Jupiter Farms,FL,Palm Beach,11787,304,33478
Whiting,WY,Platte,78,25,82201
Hawk Springs,WY,Goshen,0,0,82244 82217
Laramie,WY,Albany,33508,680,82072 82070
Lonetree,WY,Uinta,0,0,82936
Cody,WY,Park,9696,374,82414
Y-O Ranch,WY,Platte,62,9,82201
Afton,WY,Lincoln,2005,179,83110
Kemmerer,WY,Lincoln,3233,136,83101 83121 83116
Burlington,WY,Big Horn,337,128,82411
Midwest,WY,Natrona,395,353,82643
Fort Washakie,WY,Fremont,1928,35,82514 82520
Antelope Hills,WY,Natrona,0,0,82601
Boulder Flats,WY,Fremont,387,8,82520
North Rock Springs,WY,Sweetwater,2027,53,82901
James Town,WY,Sweetwater,516,62,82935
Pinedale,WY,Sublette,1890,338,82941
Edgerton,WY,Natrona,198,302,82635
Alpine,WY,Lincoln,866,468,83128
Turnerville,WY,Lincoln,112,8,83112
Pine Haven,WY,Crook,522,153,82721
Grover,WY,Lincoln,295,133,83122
Slater,WY,Platte,81,0,82201
Alta,WY,Teton,478,22,83414
Glenrock,WY,Converse,2591,434,82637
Van Tassell,WY,Niobrara,14,2,82242
Hudson,WY,Fremont,452,409,82515 82520
Robertson,WY,Uinta,95,11,82944
Lander,WY,Fremont,7287,310,82520
Rolling Hills,WY,Converse,419,246,82637
Alcova,WY,Natrona,0,0,82620
Cokeville,WY,Lincoln,551,180,83114
Arrowhead Springs,WY,Sweetwater,97,32,82901
Bedford,WY,Lincoln,223,66,83127 83112
Farson,WY,Sweetwater,114,1,82932
Purple Sage,WY,Sweetwater,1019,1195,82901
Osage,WY,Weston,229,45,82723
Medicine Bow,WY,Carbon,267,29,82329
Lost Springs,WY,Converse,4,17,82229
Sundance,WY,Crook,1265,160,82729
Little America,WY,Sweetwater,92,13,82929
Smoot,WY,Lincoln,259,57,83126
Hulett,WY,Crook,416,186,82720
Bear River,WY,Uinta,518,104,82930
Bairoil,WY,Sweetwater,100,27,82322
Rock River,WY,Albany,249,41,82083
Auburn,WY,Lincoln,222,39,83111
Sinclair,WY,Carbon,407,64,82334
Superior,WY,Sweetwater,316,109,82945
Oakley,WY,Lincoln,0,0,83101
Deaver,WY,Big Horn,185,70,82421
Cheyenne,WY,Laramie,78728,862,82009 82007 82001 82002 82003
Big Piney,WY,Sublette,524,398,83113
Parkman,WY,Sheridan,108,4,82838
Encampment,WY,Carbon,436,105,82325
Big Horn,WY,Sheridan,512,109,82801
Fort Laramie,WY,Goshen,229,331,82212
Jackson,WY,Teton,12543,1374,83001 83002
Douglas,WY,Converse,6407,377,82633
Daniel,WY,Sublette,143,10,83115
Ethete,WY,Fremont,1747,20,82510 82520
Fontenelle,WY,Lincoln,0,0,83101
Jeffrey City,WY,Fremont,0,0,82520
Owl Creek,WY,Hot Springs,0,0,82443
Torrington,WY,Goshen,7363,557,82240
Arlington,WY,Carbon,8,0,82083
Hill View Heights,WY,Weston,41,7,82701
Lucerne,WY,Hot Springs,486,9,82443
Wamsutter,WY,Sweetwater,484,108,82336
Story,WY,Sheridan,883,47,82842
Urie,WY,Uinta,561,121,82937
Pavillion,WY,Fremont,234,448,82523
Evansville,WY,Natrona,2950,328,82636
Bessemer Bend,WY,Natrona,244,59,82604
Shell,WY,Big Horn,169,57,82441
Veteran,WY,Goshen,71,20,82243
Meeteetse,WY,Park,335,148,82433
Hartville,WY,Platte,61,90,82215
Yoder,WY,Goshen,156,283,82244
Hyattville,WY,Big Horn,81,7,82428
Ryan Park,WY,Carbon,0,0,82331
Homa Hills,WY,Natrona,280,11,82601
Wilson,WY,Teton,1991,33,83014
Chugcreek,WY,Platte,281,57,82201
Mills,WY,Natrona,3899,533,82604 82601 82644
Brookhurst,WY,Natrona,195,115,82636
Reliance,WY,Sweetwater,521,48,82943 82901
Washam,WY,Sweetwater,69,8,82938
Meadow Acres,WY,Natrona,135,37,82636
Manville,WY,Niobrara,88,125,82227
Hanna,WY,Carbon,793,149,82327
Huntley,WY,Goshen,0,0,82240 82218
Mammoth,WY,Park,57,27,82190
Point of Rocks,WY,Sweetwater,81,14,82942
Chugwater,WY,Platte,203,25,82210
Ten Sleep,WY,Washakie,257,548,82442
Thermopolis,WY,Hot Springs,3210,473,82443
Hartrandt,WY,Natrona,583,144,82601
East Thermopolis,WY,Hot Springs,249,529,82443
Boulder,WY,Sublette,0,0,82923
Ralston,WY,Park,438,29,82440 82435
Fairview,WY,Lincoln,293,41,83110 83119
Lance Creek,WY,Niobrara,10,0,82225 82224 82222
Thayne,WY,Lincoln,382,105,83127
Atlantic City,WY,Fremont,0,0,82520
Byron,WY,Big Horn,616,262,82412 82431
Ranchettes,WY,Laramie,6001,47,82009
Ranchester,WY,Sheridan,974,530,82839
Westview Circle,WY,Platte,0,0,82201
Worland,WY,Washakie,5167,436,82401
Carter,WY,Uinta,0,0,82937
Etna,WY,Lincoln,210,41,83118
Saratoga,WY,Carbon,1655,188,82331
Diamondville,WY,Lincoln,758,250,83116
Opal,WY,Lincoln,105,102,83124
Hillsdale,WY,Laramie,139,63,82060
Clearmont,WY,Sheridan,147,339,82835
Manderson,WY,Big Horn,116,52,82432
Cowley,WY,Big Horn,748,340,82420
Wheatland,WY,Platte,3523,335,82201
Orin,WY,Converse,0,0,82633
Gillette,WY,Campbell,34378,513,82718 82716
Lovell,WY,Big Horn,2393,838,82431
Basin,WY,Big Horn,1293,211,82410
Bar Nunn,WY,Natrona,2781,511,82601
Green River,WY,Sweetwater,12220,340,82935
Sheridan,WY,Sheridan,19234,543,82801
Shoshoni,WY,Fremont,652,70,82649
Eden,WY,Sweetwater,184,5,82932
Lusk,WY,Niobrara,1543,288,82225
Centennial,WY,Albany,217,5,82055
Albany,WY,Albany,24,0,82070
Greybull,WY,Big Horn,1862,380,82426
Powell,WY,Park,6516,586,82435
Powder River,WY,Natrona,0,0,82604 82648
Albin,WY,Laramie,204,537,82050
Nordic,WY,Lincoln,420,32,83118
Guernsey,WY,Platte,1151,433,82214
Kelly,WY,Teton,0,0,83011
Alpine Northeast,WY,Lincoln,0,0,83128
Lingle,WY,Goshen,463,574,82223
La Barge,WY,Lincoln,562,223,83123
Elk Mountain,WY,Carbon,189,263,82324
Casper,WY,Natrona,67462,841,82604 82601 82609 82602 82605
Upton,WY,Weston,1060,138,82730
Mountain View,WY,Uinta,1261,563,82939
Evanston,WY,Uinta,11538,445,82930
Wright,WY,Campbell,1742,235,82732
Dixon,WY,Carbon,97,285,82323
Riverside,WY,Carbon,53,75,82325
Marbleton,WY,Sublette,1111,472,83113
Kirby,WY,Hot Springs,90,227,82443 82430
Newcastle,WY,Weston,3144,510,82701
Arapahoe,WY,Fremont,1586,22,82510 82501 82524
Burns,WY,Laramie,311,39,82053
Moorcroft,WY,Crook,1054,322,82721
Fox Farm-College,WY,Laramie,4736,602,82007 82010
Warren AFB,WY,Laramie,2208,177,82005 82001
Woods Landing-Jelm,WY,Albany,56,1,82063 82070
South Greeley,WY,Laramie,4487,1038,82007
Moose Wilson Road,WY,Teton,1443,82,83014
Lakeview North,WY,Platte,65,29,82201
Dayton,WY,Sheridan,824,595,82836
Vista West,WY,Natrona,1030,82,82604
Crowheart,WY,Fremont,88,1,82512
Clearview Acres,WY,Sweetwater,1416,455,82901
Cora,WY,Sublette,54,4,82941 82925
Teton Village,WY,Teton,132,10,83025
Johnstown,WY,Fremont,194,2,82516 82501
Lyman,WY,Uinta,2067,513,82937
Freedom,WY,Lincoln,356,34,83120
Casper Mountain,WY,Natrona,628,23,82601
South Park,WY,Teton,1579,53,83001
Bondurant,WY,Sublette,0,0,82922
Dubois,WY,Fremont,974,108,82513
Alpine Northwest,WY,Lincoln,107,28,83128
Osmond,WY,Lincoln,242,28,83110
Baggs,WY,Carbon,428,326,82321
Frannie,WY,Big Horn,158,137,82423
Arvada,WY,Sheridan,38,8,82831
La Grange,WY,Goshen,445,422,82221
Esterbrook,WY,Converse,34,3,82633
Table Rock,WY,Sweetwater,0,0,82901
Sleepy Hollow,WY,Campbell,952,880,82718
Granger,WY,Sweetwater,133,20,82934
Rawlins,WY,Carbon,8869,414,82301
Rafter J Ranch,WY,Teton,1565,924,83001
Riverton,WY,Fremont,12776,359,82501
Hoback,WY,Teton,1409,12,83001
Glendo,WY,Platte,204,133,82213
Kaycee,WY,Johnson,269,236,82639
Taylor,WY,Lincoln,76,11,83114
McKinnon,WY,Sweetwater,0,0,82938
Pine Bluffs,WY,Laramie,1142,136,82082
Rock Springs,WY,Sweetwater,26710,465,82901 82902
Fort Bridger,WY,Uinta,233,45,82933
Garland,WY,Park,165,18,82435
Carpenter,WY,Laramie,317,514,82054
Red Butte,WY,Natrona,535,470,82604
Beulah,WY,Crook,113,78,82712
Star Valley Ranch,WY,Lincoln,1581,221,83127
Buffalo,WY,Johnson,4367,395,82834
Somersworth,NH,Strafford,11900,468,03878
Keene,NH,Cheshire,22068,238,03431 03435
Tilton Northfield,NH,Belknap,3076,418,03276
Contoocook,NH,Merrimack,1504,252,03229
North Walpole,NH,Cheshire,789,444,03609
Franklin,NH,Merrimack,9721,121,03235
Berlin,NH,Coos,11351,64,03570
West Swanzey,NH,Cheshire,1344,201,03446 03469
North Conway,NH,Carroll,2141,193,03860 03847
Seabrook Beach,NH,Rockingham,932,343,03874
Suissevale,NH,Carroll,205,67,03254
Suncook,NH,Merrimack,5272,546,03275
Center Ossipee,NH,Carroll,469,189,03814
Laconia,NH,Belknap,19234,319,03246
Concord,NH,Merrimack,42935,259,03303 03301 03302 03305
North Woodstock,NH,Grafton,322,148,03262
Hampton Beach,NH,Rockingham,2405,729,03842
Melvin Village,NH,Carroll,238,102,03850
Center Sandwich,NH,Carroll,138,90,03227
Portsmouth,NH,Rockingham,92513,537,03801 03802 03803 03804
Rochester,NH,Strafford,30797,263,03839 03868 03867 03866
Claremont,NH,Sullivan,9330,116,03743
Pinardville,NH,Hillsborough,5142,1193,03045 03102
Dover,NH,Strafford,92234,453,03820 03821
Manchester,NH,Hillsborough,160742,1298,03109 03104 03101 03103 03102 03105 03108 03111
East Merrimack,NH,Hillsborough,3963,509,03054
West Stewartstown,NH,Coos,279,174,03597
Union,NH,Carroll,187,232,03887
Milton Mills,NH,Strafford,431,193,03852
South Hooksett,NH,Merrimack,5927,428,03106
Lebanon,NH,Grafton,26414,129,03784 03766 03756
Blodgett Landing,NH,Merrimack,69,91,03255
North Haverhill,NH,Grafton,1082,137,03774
Nashua,NH,Hillsborough,231262,1106,03062 03063 03060 03064 03061
Woodsville,NH,Grafton,827,364,03785
Groveton,NH,Coos,1253,234,03582
Sanbornville,NH,Carroll,724,176,03872
Mountain Lakes,NH,Grafton,393,43,03774 03785
Carlstadt,NJ,Bergen,6314,617,07072
Upper Pohatcong,NJ,Warren,1586,947,08865
Zarephath,NJ,Somerset,9,8,08873 08890
Trenton,NJ,Mercer,296869,4328,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695
North Cape May,NJ,Cape May,2772,772,08204
Montvale,NJ,Bergen,8724,837,07645
Laurence Harbor,NJ,Middlesex,6670,873,08879 07721 07735
White House Station,NJ,Hunterdon,2112,625,08833 08889
Beattystown,NJ,Warren,4353,555,07840
Plainsboro Center,NJ,Middlesex,2943,1497,08536
Audubon Park,NJ,Camden,1012,2597,08106
Green Knoll,NJ,Somerset,6614,542,08807
West Freehold,NJ,Monmouth,13703,894,07728
Port Reading,NJ,Middlesex,4150,712,07077 07001 07064
Alpine,NJ,Bergen,1890,114,07620
Leisure Village East,NJ,Ocean,3526,878,08701
White Horse,NJ,Mercer,8505,1053,08690 08610
Bergenfield,NJ,Bergen,27927,3712,07621
Spotswood,NJ,Middlesex,8456,1414,08884
Lodi,NJ,Bergen,24961,4241,07644
North Haledon,NJ,Passaic,8570,955,07508
Ellisburg,NJ,Camden,4118,1757,08002 08034
Matawan,NJ,Monmouth,8869,1511,07747
Tuckerton,NJ,Ocean,3372,387,08087
Upper Montclair,NJ,Essex,11696,1812,07043
Seaside Heights,NJ,Ocean,2903,1815,08751
Woodstown,NJ,Salem,4134,846,08098
Fords,NJ,Middlesex,15915,2298,08863 07095 08840
Oradell,NJ,Bergen,8314,1331,07649
Essex Fells,NJ,Essex,2137,585,07021
Ho-Ho-Kus,NJ,Bergen,4183,928,07423
Berlin,NJ,Camden,7606,817,08009
Vernon Center,NJ,Sussex,1731,226,07462
Norwood,NJ,Bergen,5895,817,07648
Swedesboro,NJ,Gloucester,2594,1369,08085
Barnegat Light,NJ,Ocean,587,272,08008 08006
Egg Harbor City,NJ,Atlantic,4174,148,08215
Laurel Lake,NJ,Cumberland,3322,737,08332
Colonia,NJ,Middlesex,17486,1719,07067
New Village,NJ,Warren,388,157,08886
Elizabeth,NJ,Union,130215,4081,07208 07202 07201 07206 07207
Audubon,NJ,Camden,8733,2274,08106
Margate City,NJ,Atlantic,6083,1658,08402
Northfield,NJ,Atlantic,8360,901,08225
Waretown,NJ,Ocean,1828,783,08758
South Bound Brook,NJ,Somerset,4657,2789,08880
Burleigh,NJ,Cape May,447,113,08210
Vernon Valley,NJ,Sussex,1665,239,07461 07418
Bloomsbury,NJ,Hunterdon,846,351,08804
Skillman,NJ,Somerset,286,75,08558
Haddon Heights,NJ,Camden,7588,1870,08035
Penns Grove,NJ,Salem,4831,2089,08069
Elwood,NJ,Atlantic,1529,184,08215 08217 08037
East Rocky Hill,NJ,Somerset,239,22,08540
Loch Arbour,NJ,Monmouth,183,814,07711
Diamond Beach,NJ,Cape May,205,474,08260
Ocean Gate,NJ,Ocean,2021,1734,08740
Neptune City,NJ,Monmouth,4708,2028,07753 07754
Avon-by-the-Sea,NJ,Monmouth,1794,1627,07717
Guttenberg,NJ,Hudson,11695,23394,07093
Marksboro,NJ,Warren,104,126,07825
Cresskill,NJ,Bergen,8935,1670,07626
Wanamassa,NJ,Monmouth,4720,1636,07712
Fort Lee,NJ,Bergen,37907,5813,07024
Princeton,NJ,Mercer,31822,684,08540 08542 08541 08544
Hainesburg,NJ,Warren,39,97,07832
Dunellen,NJ,Middlesex,7407,2692,08812
Somerdale,NJ,Camden,5508,1527,08083
Marlton,NJ,Burlington,10358,1231,08053
Beckett,NJ,Gloucester,4887,1077,08085
Northvale,NJ,Bergen,4985,1521,07647
Morristown,NJ,Morris,19037,2526,07960 07963
Belvidere,NJ,Warren,3768,693,07823
High Bridge,NJ,Hunterdon,3542,571,08829
Brookdale,NJ,Essex,9575,2306,07003
Dover,NJ,Morris,18232,2630,07801
Shrewsbury,NJ,Monmouth,4122,736,07702
Belford,NJ,Monmouth,1743,534,07718 07737
Bloomingdale,NJ,Passaic,8242,361,07403 07465
Newton,NJ,Sussex,11736,903,07860
East Orange,NJ,Essex,65378,6426,07018 07017 07019
Silver Lake,NJ,Essex,3914,4631,07109 07003
Franklin Park,NJ,Somerset,15090,2236,08823 08873
Lincoln Park,NJ,Morris,10468,631,07035
Ship Bottom,NJ,Ocean,1143,618,08008
Glen Rock,NJ,Bergen,12045,1720,07452
Monmouth Junction,NJ,Middlesex,3534,913,08852
North Wildwood,NJ,Cape May,3843,860,08260
Society Hill,NJ,Middlesex,3768,1052,08854
Lawrenceville,NJ,Mercer,3834,1420,08648
Hillsdale,NJ,Bergen,10581,1407,07642
Crandon Lakes,NJ,Sussex,1232,186,07860
Chesilhurst,NJ,Camden,1639,368,08089
Little Ferry,NJ,Bergen,11000,2875,07643
Midland Park,NJ,Bergen,7384,1815,07432
Ridgewood,NJ,Bergen,25692,1727,07450 07451
Freehold,NJ,Monmouth,11894,2376,07728
Fair Haven,NJ,Monmouth,5950,1441,07704
Pemberton,NJ,Burlington,1340,877,08068
Leisure Village West,NJ,Ocean,3386,1080,08759
North Plainfield,NJ,Somerset,22060,3033,07063 07060
Edgewater,NJ,Bergen,12368,4917,07020
Great Meadows,NJ,Warren,38,9,07838
West Cape May,NJ,Cape May,1015,334,08204
Long Branch,NJ,Monmouth,30762,2317,07740
Hammonton,NJ,Atlantic,12776,136,08037
Cliffwood Beach,NJ,Monmouth,3138,1337,07735
Blawenburg,NJ,Somerset,217,137,08558
Seabrook Farms,NJ,Cumberland,2363,420,08302
Riverdale,NJ,Morris,4247,809,07457
Roebling,NJ,Burlington,3543,1358,08554
Morris Plains,NJ,Morris,5581,843,07950
Fieldsboro,NJ,Burlington,531,735,08505
Somerville,NJ,Somerset,12418,2050,08876
Pine Hill,NJ,Camden,10536,1040,08009 08021
Hopatcong,NJ,Sussex,14298,507,07821 07843 07837
Sayreville,NJ,Middlesex,45325,1105,08872 08879 08859 08871
Sussex,NJ,Sussex,2024,1317,07461
Country Lake Estates,NJ,Burlington,3760,1324,08015
White Meadow Lake,NJ,Morris,9281,931,07866
Corbin City,NJ,Atlantic,500,25,08270
Point Pleasant Beach,NJ,Ocean,4544,1233,08742
Deal,NJ,Monmouth,733,238,07723
Brass Castle,NJ,Warren,1505,197,07882
Jersey City,NJ,Hudson,270753,7090,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399
Woodland Park,NJ,Passaic,12834,1686,07424
Rahway,NJ,Union,30131,2985,07065
Allenhurst,NJ,Monmouth,489,753,07711
Hutchinson,NJ,Warren,104,290,08865
Rockaway,NJ,Morris,6474,1205,07866
Anderson,NJ,Warren,230,99,07882 07865
Strathmere,NJ,Cape May,257,188,08248
Maywood,NJ,Bergen,9860,2958,07607
Stone Harbor,NJ,Cape May,822,219,08247
West Belmar,NJ,Monmouth,2405,1979,07719
Highland Park,NJ,Middlesex,14164,3003,08904
Bernardsville,NJ,Somerset,7815,235,07924
Absecon,NJ,Atlantic,8283,584,08201
North Beach Haven,NJ,Ocean,2103,447,08008
Dover Beaches South,NJ,Ocean,1168,725,08751
Perth Amboy,NJ,Middlesex,52823,4374,08861 08862
Cliffside Park,NJ,Bergen,25142,10156,07010
Gibbsboro,NJ,Camden,2247,403,08026
Newark,NJ,Essex,285154,4560,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199
Caldwell,NJ,Essex,8085,2649,07006
Gloucester City,NJ,Camden,11342,1896,08030
Burlington,NJ,Burlington,9832,1239,08016
Spring Lake Heights,NJ,Monmouth,4618,1377,07762
Finesville,NJ,Warren,295,350,08865
Wharton,NJ,Morris,6571,1226,07885
Ocean Grove,NJ,Monmouth,2943,3054,07756
Netcong,NJ,Morris,3229,1497,07857
Passaic,NJ,Passaic,71247,8780,07055
Bellmawr,NJ,Camden,11489,1486,08031 08099
Longport,NJ,Atlantic,876,855,08403
Franklin,NJ,Sussex,33532,423,07416
Stockton,NJ,Hunterdon,520,367,08559
Elmwood Park,NJ,Bergen,20429,2984,07407
Cape May,NJ,Cape May,3480,543,08204
Milford,NJ,Hunterdon,2677,388,08848
Beach Haven West,NJ,Ocean,3857,920,08050
Hackensack,NJ,Bergen,45248,4168,07601 07602
Haledon,NJ,Passaic,8463,2689,07508 07538
Presidential Lakes Estates,NJ,Burlington,2052,744,08015
Millville,NJ,Cumberland,27918,256,08332
Boonton,NJ,Morris,8354,1381,07005
Pemberton Heights,NJ,Burlington,2545,1048,08068
Cedar Glen Lakes,NJ,Ocean,1552,862,08759
Rockleigh,NJ,Bergen,534,205,07647
Laurel Springs,NJ,Camden,1886,1613,08021
Victory Gardens,NJ,Morris,1516,4033,07801
Succasunna,NJ,Morris,8971,668,07876
Fairton,NJ,Cumberland,1007,136,08302
Hasbrouck Heights,NJ,Bergen,12277,3111,07604
Clinton,NJ,Hunterdon,2701,774,08809
Kinnelon,NJ,Morris,10213,218,07405
Tinton Falls,NJ,Monmouth,17789,443,07712 07724 07753
Lake Como,NJ,Monmouth,1717,2633,07719
South Plainfield,NJ,Middlesex,24435,1137,07080
Kenilworth,NJ,Union,8312,1494,07033
Franklin Center,NJ,Somerset,4913,287,08873 08890
Island Heights,NJ,Ocean,1667,1057,08732
Vista Center,NJ,Ocean,2350,270,08527
Budd Lake,NJ,Morris,9401,666,07828 07836
Mountainside,NJ,Union,6982,674,07092
Upper Stewartsville,NJ,Warren,149,816,08886
Flemington,NJ,Hunterdon,4621,1655,08822
Madison Park,NJ,Middlesex,6996,1618,08879 08859 08857
Barrington,NJ,Camden,6781,1655,08007 08033
Keansburg,NJ,Monmouth,9806,3530,07734
Atlantic City,NJ,Atlantic,241363,1378,08401 08404 08405
Panther Valley,NJ,Warren,3520,455,07840 07838
Vienna,NJ,Warren,1037,137,07840 07880
Kendall Park,NJ,Middlesex,9601,1007,08824 08852
Demarest,NJ,Bergen,5032,937,07627
Mount Ephraim,NJ,Camden,4635,2024,08059
Yorketown,NJ,Monmouth,6563,1061,07726
Manville,NJ,Somerset,10414,1703,08835
Pedricktown,NJ,Salem,395,169,08067
Yardville,NJ,Mercer,7146,677,08620 08691
Woodcliff Lake,NJ,Bergen,5903,675,07677
Hoboken,NJ,Hudson,55131,17026,07030
Madison,NJ,Morris,16033,1435,07940
Phillipsburg,NJ,Warren,14459,1749,08865
Port Monmouth,NJ,Monmouth,3529,1047,07748 07758
Medford Lakes,NJ,Burlington,4013,1359,08055
Silver Ridge,NJ,Ocean,1287,1067,08757
Woodbury,NJ,Gloucester,9919,1896,08096
Manahawkin,NJ,Ocean,2375,501,08050
Fairview,NJ,Bergen,14537,6652,07022
Harrington Park,NJ,Bergen,4846,1013,07640
Wenonah,NJ,Gloucester,2239,868,08090
Crestwood Village,NJ,Ocean,8020,722,08759
Hi-Nella,NJ,Camden,867,1504,08083
Singac,NJ,Passaic,4479,3764,07424
Leisure Knoll,NJ,Ocean,2399,1043,08759
Clayton,NJ,Gloucester,8676,473,08312 08094
Lake Telemark,NJ,Morris,1043,181,07866
Palisades Park,NJ,Bergen,20988,6540,07650
Asbury,NJ,Warren,244,135,08802
Glen Gardner,NJ,Hunterdon,1924,479,08826
Clearbrook Park,NJ,Middlesex,3144,1388,08831
Olivet,NJ,Salem,1602,248,08318
North Arlington,NJ,Bergen,16009,2488,07031
Lincroft,NJ,Monmouth,6321,437,07738
Waldwick,NJ,Bergen,10092,1904,07463
Ringwood,NJ,Passaic,12454,187,07456
Barclay,NJ,Camden,4400,1024,08034
Smithville,NJ,Atlantic,7340,564,08205
Moonachie,NJ,Bergen,2800,624,07074 07608
Rocky Hill,NJ,Somerset,688,434,08553
Leonia,NJ,Bergen,9262,2347,07605
Englewood Cliffs,NJ,Bergen,5453,990,07632
Woodbine,NJ,Cape May,2461,118,08270
Vineland,NJ,Cumberland,94734,340,08344 08361 08360 08362
Harrison,NJ,Hudson,17643,5624,07029
Mystic Island,NJ,Ocean,8220,458,08087
Avenel,NJ,Middlesex,18846,2090,07001
Pitman,NJ,Gloucester,8846,1540,08071
Prospect Park,NJ,Passaic,5964,4949,07508
Merchantville,NJ,Camden,3770,2452,08109
Woodlynne,NJ,Camden,2947,5229,08107
Jamesburg,NJ,Middlesex,6068,2655,08831
Englewood,NJ,Bergen,29112,2282,07631
South Toms River,NJ,Ocean,3772,1258,08757
Farmingdale,NJ,Monmouth,1298,962,07727
Beverly,NJ,Burlington,2504,1786,08010
Lebanon,NJ,Hunterdon,1669,714,08833
Mountain Lakes,NJ,Morris,4345,635,07046
Dumont,NJ,Bergen,17998,3564,07628
