city,state_id,county_name,population,density,zips
Madelia,MN,Watonwan,2239,568,56062
Foreston,MN,Mille Lacs,520,140,56330
Pine Springs,MN,Washington,396,198,55128 55115
Underwood,MN,Otter Tail,357,241,56586
Ramsey,MN,Anoka,26587,355,55303
Ghent,MN,Lyon,369,455,56239
Litchfield,MN,Meeker,6529,577,55355
Coates,MN,Dakota,159,44,55068
Spicer,MN,Kandiyohi,1200,391,56288
Brooten,MN,Stearns,745,187,56316
Two Harbors,MN,Lake,3370,414,55616
Osage,MN,Becker,325,46,56570
Delano,MN,Wright,5827,568,55328
Crosby,MN,Crow Wing,3416,306,56441
Kelliher,MN,Beltrami,268,47,56650
Mendota Heights,MN,Dakota,11343,481,55120 55118 55150
Lake City,MN,Wabasha,5149,440,55041
Pine River,MN,Cass,928,296,56474
Trail,MN,Polk,46,17,56684
Lake Lillian,MN,Kandiyohi,235,200,56253
Farwell,MN,Pope,51,76,56327
Bena,MN,Cass,121,92,56626
Blaine,MN,Anoka,64557,757,55014 55434 55449
Hadley,MN,Murray,57,77,56151
Alvarado,MN,Marshall,360,665,56710
Harding,MN,Morrison,125,15,56364
Rutledge,MN,Pine,221,28,55704 55795
Moose Lake,MN,Carlton,3132,351,55767
Brownton,MN,McLeod,731,711,55312
Clarissa,MN,Todd,653,248,56440
Houston,MN,Houston,960,294,55943
Redby,MN,Beltrami,1405,100,56671 56670
Red Wing,MN,Goodhue,14325,181,55089 55066
Karlstad,MN,Kittson,714,183,56732
McGrath,MN,Aitkin,74,77,56350
Worthington,MN,Nobles,13093,657,56187
Warren,MN,Marshall,1554,413,56762
Buhl,MN,St. Louis,982,114,55713 55710 55758
Big Lake,MN,Sherburne,10915,598,55309
Frontenac,MN,Goodhue,184,38,55026 55066 55041
Tyler,MN,Lincoln,1082,218,56178
Beardsley,MN,Big Stone,215,176,56211
Morris,MN,Stevens,5134,437,56267
Nevis,MN,Hubbard,411,171,56467
Deer River,MN,Itasca,934,281,56636
Genola,MN,Morrison,67,84,56364
Jasper,MN,Pipestone,601,227,56144
Baxter,MN,Crow Wing,8278,169,56425
Belgrade,MN,Stearns,773,246,56312
Morton,MN,Renville,378,120,56270
Elk River,MN,Sherburne,24506,223,55330
Ihlen,MN,Pipestone,66,67,56140 56144
Howard Lake,MN,Wright,2054,427,55349 55575
Ceylon,MN,Martin,344,260,56121
Cromwell,MN,Carlton,231,48,55726
Marine on St. Croix,MN,Washington,714,70,55047
Hill City,MN,Aitkin,591,204,55748
Audubon,MN,Becker,530,371,56511
Austin,MN,Mower,25321,767,55912
Flensburg,MN,Morrison,227,12,56328 56345 56382
Echo,MN,Yellow Medicine,257,98,56237
Evansville,MN,Douglas,599,295,56326
Georgetown,MN,Clay,127,48,56546
Hartland,MN,Freeborn,309,441,56042
Wendell,MN,Grant,162,62,56590
Askov,MN,Pine,354,108,55704
New Hope,MN,Hennepin,21063,1608,55427 55428
Annandale,MN,Wright,3405,429,55302
White Bear Lake,MN,Ramsey,25888,1230,55110
Steen,MN,Rock,172,151,56173
Holland,MN,Pipestone,164,70,56139
St. Rosa,MN,Stearns,73,76,56352 56331
Miesville,MN,Dakota,124,27,55009 55033
Clear Lake,MN,Sherburne,683,257,55319
Pemberton,MN,Blue Earth,240,493,56078
Bertha,MN,Todd,472,168,56437
Montgomery,MN,Le Sueur,2581,455,56069
Claremont,MN,Dodge,542,191,55924
Oak Park Heights,MN,Washington,4918,655,55082
Sedan,MN,Pope,47,37,56334
Herman,MN,Grant,437,152,56248
Dent,MN,Otter Tail,189,199,56528
Waldorf,MN,Waseca,227,231,56091
Brewster,MN,Nobles,475,132,56119
Eden Prairie,MN,Hennepin,64400,764,55344 55346 55347
Round Lake,MN,Nobles,374,210,56167
Tamarack,MN,Aitkin,90,9,55787
Manchester,MN,Freeborn,55,285,56007 56009
Vermillion,MN,Dakota,422,165,55085 55033
Gilman,MN,Benton,218,172,56329
Breezy Point,MN,Crow Wing,2381,78,56472
Nisswa,MN,Crow Wing,2034,72,56468
Spring Hill,MN,Stearns,94,50,56352
Little Canada,MN,Ramsey,10477,1036,55117
Hector,MN,Renville,1060,226,55342
Lastrup,MN,Morrison,99,103,56364 56344
Wolverton,MN,Wilkin,134,148,56594
Holloway,MN,Swift,87,23,56208 56249
Hardwick,MN,Rock,188,41,56134
Beaulieu,MN,Mahnomen,37,3,56557
Andover,MN,Anoka,32902,374,55304
St. Cloud,MN,Stearns,114225,656,56304 56301 56303 56302 56372 56393 56395 56396
Maynard,MN,Chippewa,351,226,56260
Dundee,MN,Nobles,69,86,56131
Chanhassen,MN,Carver,25558,483,55331 55317 55318
Melrose,MN,Stearns,3138,447,56352
Bruno,MN,Pine,99,38,55712
Badger,MN,Roseau,360,104,56714
Eyota,MN,Olmsted,2015,461,55934
Mazeppa,MN,Wabasha,840,299,55956
Avon,MN,Stearns,1550,436,56310
Barrett,MN,Grant,409,75,56311
St. Marys Point,MN,Washington,386,386,55043
St. Bonifacius,MN,Hennepin,2388,886,55375
Gilbert,MN,St. Louis,1796,59,55734 55741
Hermantown,MN,St. Louis,9513,106,55814 55810 55811
Mapleview,MN,Mower,174,360,55912
Balaton,MN,Lyon,628,167,56115
Ellsworth,MN,Nobles,465,272,56129
Watkins,MN,Meeker,942,521,55389
Maple Grove,MN,Hennepin,71066,842,55369 55311
Sauk Centre,MN,Stearns,4313,408,56378
Richfield,MN,Hennepin,36151,2076,55423
Kingston,MN,Meeker,161,112,55325
Wadena,MN,Wadena,3915,291,56482
Millerville,MN,Douglas,104,46,56315
McKinley,MN,St. Louis,124,32,55741
Hamburg,MN,Carver,526,984,55339
Albert Lea,MN,Freeborn,17558,519,56007
Homer,MN,Winona,190,61,55987
Freeport,MN,Stearns,666,221,56331
Garden City,MN,Blue Earth,344,74,56034
Kimball,MN,Stearns,791,201,55353
Eden Valley,MN,Meeker,1034,329,55329
Utica,MN,Winona,281,109,55979
Hendricks,MN,Lincoln,679,280,56136
Raymond,MN,Kandiyohi,754,323,56282
Sauk Rapids,MN,Benton,13722,855,56379
Storden,MN,Cottonwood,207,360,56174
Shakopee,MN,Scott,40893,561,55379
Sunburg,MN,Kandiyohi,99,80,56289
East Grand Forks,MN,Polk,8631,568,56721
Grand Rapids,MN,Itasca,9603,192,55744 55730 55745
Lake George,MN,Hubbard,220,18,56458
Federal Dam,MN,Cass,110,22,56641
Gully,MN,Polk,67,105,56646
Trommald,MN,Crow Wing,101,10,56441
Wheaton,MN,Traverse,1316,292,56296
Paynesville,MN,Stearns,2494,414,56362
Dakota,MN,Winona,308,215,55925
St. Joseph,MN,Stearns,7126,698,56374 56301
Waseca,MN,Waseca,9098,872,56093
Scanlon,MN,Carlton,965,448,55720
Brooklyn Center,MN,Hennepin,31006,1495,55429 55430
Ada,MN,Norman,1620,462,56510
Minnetonka,MN,Hennepin,53085,761,55305 55345 55343 55391
Kellogg,MN,Wabasha,453,565,55945
Akeley,MN,Hubbard,437,114,56433
Coleraine,MN,Itasca,1970,49,55786 55709 55744 55722
Nimrod,MN,Wadena,65,26,56477
Dassel,MN,Meeker,1419,332,55325
Deerwood,MN,Crow Wing,521,135,56444
Waltham,MN,Mower,150,121,55982
Brainerd,MN,Crow Wing,19574,426,56401
Glyndon,MN,Clay,1373,335,56547
Warba,MN,Itasca,180,21,55793
Cleveland,MN,Le Sueur,717,506,56017
Lamberton,MN,Redwood,775,391,56152
Pennock,MN,Kandiyohi,510,192,56279
Murdock,MN,Swift,265,164,56271
Wilmont,MN,Nobles,340,189,56185
Twin Lakes,MN,Freeborn,148,117,56089
Elkton,MN,Mower,145,43,55933
North Branch,MN,Chisago,6662,113,55056 55032
Oklee,MN,Red Lake,425,265,56742
Ogilvie,MN,Kanabec,367,138,56358
Goodview,MN,Winona,4109,719,55959 55987
Correll,MN,Big Stone,32,32,56227
Angle Inlet,MN,Lake of the Woods,17,3,56711
Green Isle,MN,Sibley,542,206,55338
Hoyt Lakes,MN,St. Louis,1978,13,55750
Eagan,MN,Dakota,66627,824,55121 55122 55123
Quamba,MN,Kanabec,128,71,55007 55051
Minneiska,MN,Winona,109,82,55910
Apple Valley,MN,Dakota,52435,1193,55124
Nassau,MN,Lac qui Parle,68,165,56257
Bejou,MN,Mahnomen,92,123,56516
Bird Island,MN,Renville,969,245,55310
Laporte,MN,Hubbard,112,61,56461
Lynd,MN,Lyon,461,142,56157
Chandler,MN,Murray,251,122,56122
Cokato,MN,Wright,4314,686,55321
Fifty Lakes,MN,Crow Wing,403,5,56448
Lake Shore,MN,Cass,1046,31,56468
Dawson,MN,Lac qui Parle,1410,380,56232
Mahtomedi,MN,Washington,8191,915,55110 55115
Buckman,MN,Morrison,271,103,56364 56317
Walters,MN,Faribault,67,129,56097
Sargeant,MN,Mower,61,27,55973
Orono,MN,Hennepin,8147,197,55384 55391 55356 55323
Starbuck,MN,Pope,1253,301,56381
Eitzen,MN,Houston,252,159,55931
Corcoran,MN,Hennepin,5912,63,55340 55374 55357
Arden Hills,MN,Ramsey,10362,469,55112
Minneota,MN,Lyon,1371,364,56264
Montrose,MN,Wright,4974,402,55363
Lakeland,MN,Washington,1826,340,55043
Bayport,MN,Washington,3735,818,55003
Ortonville,MN,Big Stone,1805,166,56278
Trenton,MI,Wayne,18255,970,48183
Sanford,MI,Midland,841,255,48657
Stanton,MI,Montcalm,1428,256,48888
Glen Arbor,MI,Leelanau,131,49,49636
Rapid City,MI,Kalkaska,1614,115,49676
Sturgis,MI,St. Joseph,12837,639,49091
Inkster,MI,Wayne,24453,1509,48141
White Pine,MI,Ontonagon,452,34,49971
Norton Shores,MI,Muskegon,24501,406,49441 49444
Wolf Lake,MI,Muskegon,3980,432,49442
Lake Fenton,MI,Genesee,5279,369,48430
Almont,MI,Lapeer,2848,804,48003
Escanaba,MI,Delta,20199,370,49829
Alpena,MI,Alpena,13597,472,49707
Grand Beach,MI,Berrien,281,119,49117
Dansville,MI,Ingham,565,216,48819
Delton,MI,Barry,913,159,49046
Jasper,MI,Lenawee,379,36,49248
Buckley,MI,Wexford,714,151,49620
Gwinn,MI,Marquette,2072,162,49841
Wyoming,MI,Kent,75938,1190,49509 49548 49418 49519
Walloon Lake,MI,Charlevoix,312,88,49796 49713
Eastwood,MI,Kalamazoo,5766,1137,49048
Whittemore,MI,Iosco,373,140,48770
Port Hope,MI,Huron,251,95,48468
Holt,MI,Ingham,24912,614,48842 48911 48824
Rockford,MI,Kent,6264,750,49341 49351
Norwood,MI,Charlevoix,144,27,49720
Lupton,MI,Ogemaw,266,31,48635
Ann Arbor,MI,Washtenaw,326288,1680,48103 48104 48105 48108 48109 48113
Manistique,MI,Schoolcraft,3292,352,49854
Climax,MI,Kalamazoo,784,286,49034
Livonia,MI,Wayne,94105,1017,48152 48150 48154 48151 48153
Barton Hills,MI,Washtenaw,302,153,48105
Grand Blanc,MI,Genesee,7889,843,48439 48480
Ossineke,MI,Alpena,1006,106,49766
Eastlake,MI,Manistee,503,162,49626 49660
Cadillac,MI,Wexford,11792,571,49601
Montague,MI,Muskegon,2351,345,49437
Luna Pier,MI,Monroe,1411,365,48157 48133
Grant,MI,Newaygo,883,512,49327
Boyne Falls,MI,Charlevoix,295,202,49713
Fair Plain,MI,Berrien,7324,658,49022
Vermontville,MI,Eaton,767,233,49096
Westphalia,MI,Clinton,933,328,48894
Merrill,MI,Saginaw,735,408,48637
Lake Odessa,MI,Ionia,2029,880,48849
Caberfae,MI,Wexford,34,29,49601
Detroit,MI,Wayne,3522206,1873,48209 48208 48201 48207 48205 48204 48203 48206 48227 48238 48239 48234 48235 48233 48202 48243 48214 48215 48216 48217 48210 48211 48212 48213 48219 48228 48224 48226 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288
Nessen City,MI,Benzie,98,31,49683
Concord,MI,Jackson,1046,270,49237
Lake Orion,MI,Oakland,3108,1487,48362 48361
Milan,MI,Washtenaw,7787,676,48160
Frankenmuth,MI,Saginaw,5277,669,48734 48787
Le Roy,MI,Osceola,251,98,49655
DeWitt,MI,Clinton,4712,641,48820
Mason,MI,Ingham,8409,637,48854
Keego Harbor,MI,Oakland,3398,2597,48320
Perrinton,MI,Gratiot,393,239,48871
West Ishpeming,MI,Marquette,2956,385,49849
Lewiston,MI,Montmorency,1209,76,49756
Madison Heights,MI,Oakland,30050,1637,48071
Tekonsha,MI,Calhoun,706,295,49092
Harrisville,MI,Alcona,467,285,48740
New Era,MI,Oceana,443,203,49446
St. Johns,MI,Clinton,8448,754,48879
Detroit Beach,MI,Monroe,1797,1115,48162
Powers,MI,Menominee,410,168,49874
Freeland,MI,Saginaw,7271,426,48623
Barryton,MI,Mecosta,353,142,49305
Melvin,MI,Sanilac,170,67,48454
Hardwood Acres,MI,Benzie,432,319,49650
Scottville,MI,Mason,1217,315,49454
Filer City,MI,Manistee,90,134,49634 49660
Bay View,MI,Emmet,315,192,49770
Sterling Heights,MI,Macomb,132631,1405,48310 48313 48312 48314 48311
Dollar Bay,MI,Houghton,813,79,49922 49930
New Lothrop,MI,Shiawassee,560,249,48460
Quinnesec,MI,Dickinson,843,215,49801 49876
Standish,MI,Arenac,1405,249,48658
Bloomingdale,MI,Van Buren,441,149,49026
Buchanan,MI,Berrien,4313,660,49107
Clawson,MI,Oakland,11946,2096,48017
Deerfield,MI,Lenawee,865,352,49238
St. Louis,MI,Gratiot,7298,850,48880
Au Sable,MI,Iosco,1320,243,48750
East Lansing,MI,Ingham,48844,1404,48825 48823 48826
Grand Haven,MI,Ottawa,10905,736,49417 49456
Lexington,MI,Sanilac,1115,311,48450
Breedsville,MI,Van Buren,192,113,49056 49027
Mackinaw City,MI,Cheboygan,795,89,49701
Benton Heights,MI,Berrien,4343,434,49022
Port Austin,MI,Huron,627,245,48467
Waldron,MI,Hillsdale,524,202,49288
Mackinac Island,MI,Mackinac,470,41,49757
Skidway Lake,MI,Ogemaw,3237,110,48610 48756
Shields,MI,Saginaw,5961,357,48609
Vernon,MI,Shiawassee,781,302,48429 48476
Caledonia,MI,Kent,1625,467,49316
Flat Rock,MI,Wayne,9955,587,48134
Hillsdale,MI,Hillsdale,11416,552,49242
Dryden,MI,Lapeer,936,328,48428
Goodrich,MI,Genesee,5821,325,48438
St. James,MI,Charlevoix,210,78,49782
Rose City,MI,Ogemaw,631,226,48654
Lake Linden,MI,Houghton,972,476,49945
Coldwater,MI,Branch,16595,432,49036
Davison,MI,Genesee,4929,958,48423
Sheridan,MI,Montcalm,649,227,48884
Tecumseh,MI,Lenawee,8375,572,49286
Dimondale,MI,Eaton,1244,539,48821
Burr Oak,MI,St. Joseph,811,311,49030
Pontiac,MI,Oakland,59792,1158,48342 48340 48341 48343
Dearborn Heights,MI,Wayne,55758,1834,48127 48125
Parkdale,MI,Manistee,670,167,49660
Zeeland,MI,Ottawa,5559,717,49464
Grandville,MI,Kent,15970,850,49418 49468
Reese,MI,Tuscola,1382,396,48757
Birmingham,MI,Oakland,21142,1702,48009 48012
Clarksville,MI,Ionia,395,302,48815
Levering,MI,Emmet,192,169,49755
Posen,MI,Presque Isle,223,86,49776
Brownlee Park,MI,Calhoun,1778,336,49014
Stanwood,MI,Mecosta,212,337,49346
Beecher,MI,Genesee,9490,622,48458 48505
Grawn,MI,Grand Traverse,811,494,49637
Morenci,MI,Lenawee,2166,394,49256
Baroda,MI,Berrien,866,466,49101
New Haven,MI,Macomb,4752,725,48048
Corunna,MI,Shiawassee,3376,410,48817
Pigeon,MI,Huron,1136,551,48755
Burt,MI,Saginaw,1091,93,48417
Brown City,MI,Sanilac,1248,424,48416
Sunfield,MI,Eaton,583,296,48890
Decatur,MI,Van Buren,1745,498,49045
Rothbury,MI,Oceana,445,69,49437 49446 49452
Marshall,MI,Calhoun,7582,424,49068
Romulus,MI,Wayne,23457,254,48174 48242
Armada,MI,Macomb,1733,907,48005
Novi,MI,Oakland,59715,762,48377 48375 48374 48167 48376
Fife Lake,MI,Grand Traverse,475,252,49633
Traverse City,MI,Grand Traverse,49806,719,49686 49684 49696
Petoskey,MI,Emmet,8287,430,49770
South Haven,MI,Van Buren,5717,491,49090
Harrietta,MI,Wexford,145,56,49638
Edgemont Park,MI,Ingham,2175,1010,48917
Onekama,MI,Manistee,402,264,49675
Plymouth,MI,Wayne,9138,1594,48170
Lathrup Village,MI,Oakland,4126,1057,48076
Sebewaing,MI,Huron,1652,401,48759
Walled Lake,MI,Oakland,7156,1251,48390
Roseville,MI,Macomb,47501,1864,48066
Otter Lake,MI,Lapeer,383,195,48464
East Jordan,MI,Charlevoix,2343,301,49727
Ravenna,MI,Muskegon,1266,410,49451
Dowling,MI,Barry,345,21,49058 49050
De Tour Village,MI,Chippewa,321,34,49725
Hillman,MI,Montmorency,666,157,49746
Holly,MI,Oakland,8325,875,48442
Bellevue,MI,Eaton,1285,488,49021
Dearborn,MI,Wayne,94491,1505,48128 48120 48126 48124 48121 48123
Lake Ann,MI,Benzie,269,230,49650
Beverly Hills,MI,Oakland,10425,1000,48025
Houghton Lake,MI,Roscommon,3528,231,48651 48630 48629
Jonesville,MI,Hillsdale,2212,305,49250
Tawas City,MI,Iosco,1783,404,48763 48764
Marion,MI,Osceola,858,257,49665
South Gull Lake,MI,Kalamazoo,1169,334,49083 49012 49060
Owendale,MI,Huron,227,117,48754
Petersburg,MI,Monroe,1128,902,49270
Mendon,MI,St. Joseph,856,337,49072
Henderson,MI,Shiawassee,308,33,48841 48867
Grosse Pointe,MI,Wayne,5188,1886,48230
Ponshewaing,MI,Emmet,38,166,49706
Muskegon,MI,Muskegon,160142,1040,49442 49440 49441
Chesaning,MI,Saginaw,2269,287,48616
Wakefield,MI,Gogebic,1699,83,49968
Kingsford,MI,Dickinson,4981,444,49802
Lennon,MI,Shiawassee,487,205,48449
Harbor Beach,MI,Huron,1604,356,48441
Vanderbilt,MI,Otsego,569,201,49795
Arcadia,MI,Manistee,266,196,49613
Mancelona,MI,Antrim,1364,525,49659
Canadian Lakes,MI,Mecosta,2915,118,49346
Franklin,MI,Oakland,3251,471,48025
Allen Park,MI,Wayne,27156,1499,48101
Southfield,MI,Oakland,73208,1076,48033 48034 48075 48076 48037 48086
Elk Rapids,MI,Antrim,1617,378,49629
Athens,MI,Calhoun,1000,383,49011
Alba,MI,Antrim,304,43,49730 49611
Vicksburg,MI,Kalamazoo,3370,443,49097
Milford,MI,Oakland,6471,1022,48381
Gaastra,MI,Iron,325,76,49927
Tustin,MI,Osceola,225,224,49688
Gladstone,MI,Delta,4751,362,49837
Sault Ste. Marie,MI,Chippewa,12637,356,49783
Richland,MI,Kalamazoo,800,304,49083
Twining,MI,Arenac,171,67,48766
Coleman,MI,Midland,1199,371,48618
Springfield,MI,Calhoun,5197,547,49037
Hemlock,MI,Saginaw,1550,237,48626
Omer,MI,Arenac,293,99,48749
Laingsburg,MI,Shiawassee,1278,310,48848
Luther,MI,Lake,325,128,49656
Oakley,MI,Saginaw,273,102,48649
St. Clair,MI,St. Clair,5335,700,48079
Norway,MI,Dickinson,2758,121,49870
Onsted,MI,Lenawee,947,342,49265
Laurium,MI,Houghton,7155,1148,49913
Flint,MI,Genesee,335354,1113,48553 48551 48504 48505 48506 48507 48502 48503 48550 48552 48556 48557
Akron,MI,Tuscola,377,154,48701
Bath,MI,Clinton,2022,136,48808
Hancock,MI,Houghton,4560,684,49930
Marlette,MI,Sanilac,1771,423,48453
Fairgrove,MI,Tuscola,532,183,48733
Interlochen,MI,Grand Traverse,467,145,49637 49643
Jackson,MI,Jackson,87819,1162,49202 49201 49203
Eagle,MI,Clinton,124,382,48822
Eastport,MI,Antrim,237,45,49627 49622
Otsego,MI,Allegan,11858,768,49078
Caro,MI,Tuscola,4865,541,48723
Hubbardston,MI,Ionia,398,99,48845
River Rouge,MI,Wayne,7482,1088,48218 48222
Advance,MI,Charlevoix,305,43,49727 49712
Carney,MI,Menominee,185,52,49812
Lyons,MI,Ionia,798,253,48851
Huntington Woods,MI,Oakland,6317,1637,48070
Metamora,MI,Lapeer,564,261,48455
Ontonagon,MI,Ontonagon,1298,135,49953
Kentwood,MI,Kent,51747,955,49548 49512 49546 49508 49518 49528 49560
Newberry,MI,Luce,3048,564,49868
Hartford,MI,Van Buren,2605,740,49057
Peck,MI,Sanilac,596,221,48466
Haslett,MI,Ingham,19800,496,48840 48823
Melvindale,MI,Wayne,10341,1466,48122
McBride,MI,Montcalm,204,203,48852 48829
Southgate,MI,Wayne,29084,1633,48195
Calumet,MI,Houghton,698,1353,49913
Allen,MI,Hillsdale,186,413,49227
Turner,MI,Arenac,109,41,48765
Northview,MI,Kent,15424,576,49525
Middletown,MI,Shiawassee,686,564,48867
Lakewood Club,MI,Muskegon,1290,260,49457
Marysville,MI,St. Clair,9706,511,48040
Brutus,MI,Emmet,149,20,49706 49716
Ovid,MI,Clinton,1616,688,48866
Troy,MI,Oakland,83813,967,48098 48083 48085 48084 48007 48099
Forest Hills,MI,Kent,27599,216,49301 49546 49355 49356 49357 49516
Bear Lake,MI,Manistee,280,342,49614
Ubly,MI,Huron,806,236,48475
Lansing,MI,Ingham,320928,1153,48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956
Estral Beach,MI,Monroe,401,351,48166
Hesperia,MI,Oceana,936,441,49421
Otisville,MI,Genesee,827,362,48463
Iron River,MI,Iron,3010,162,49935 49964
Level Park-Oak Park,MI,Calhoun,3801,283,49017 49037
Temperance,MI,Monroe,8599,720,48182
Dexter,MI,Washtenaw,4469,910,48130
Battle Creek,MI,Calhoun,76803,464,49015 49037 49016
Harvey,MI,Marquette,1575,305,49855
Lost Lake Woods,MI,Alcona,371,28,48742
Reading,MI,Hillsdale,1049,400,49274
West Monroe,MI,Monroe,3397,1058,48161
Clayton,MI,Lenawee,332,180,49235
Pinckney,MI,Livingston,2472,592,48169
Buena Vista,MI,Saginaw,6283,546,48601
Horton Bay,MI,Charlevoix,538,43,49720 49712
Elberta,MI,Benzie,372,191,49628
Lawton,MI,Van Buren,1853,310,49065
Highland Park,MI,Wayne,10900,1417,48203
Marquette,MI,Marquette,26029,702,49855
Olivet,MI,Eaton,1683,637,49076
Oden,MI,Emmet,365,229,49706 49764
Breckenridge,MI,Gratiot,1279,464,48615
Baraga,MI,Baraga,1980,359,49908
Imlay City,MI,Lapeer,3773,584,48444
Center Line,MI,Macomb,8273,1822,48015
Woodland,MI,Barry,433,197,48897
Eaton Rapids,MI,Eaton,5388,568,48827
Sterling,MI,Arenac,503,198,48659
Millersburg,MI,Presque Isle,198,77,49759
Mattawan,MI,Van Buren,1974,199,49071
Indian River,MI,Cheboygan,1870,56,49749
St. Ignace,MI,Mackinac,2400,340,49781
Wacousta,MI,Clinton,1416,61,48822 48837 48820
Harrison,MI,Clare,3541,216,48625
Caseville,MI,Huron,735,253,48725
Ithaca,MI,Gratiot,2799,189,48847
Zilwaukee,MI,Saginaw,1552,271,48604
Roosevelt Park,MI,Muskegon,3797,1426,49441
Republic,MI,Marquette,410,43,49879
Three Oaks,MI,Berrien,1564,587,49128
Manton,MI,Wexford,1462,361,49663
Riverview,MI,Wayne,12107,1063,48193
Ferndale,MI,Oakland,20070,1998,48220
Dowagiac,MI,Cass,5952,498,49047
Fennville,MI,Allegan,1416,500,49408
Stronach,MI,Manistee,245,271,49660
Carson City,MI,Montcalm,1112,376,48811
Croswell,MI,Sanilac,2288,383,48422
Barnes Lake-Millers Lake,MI,Lapeer,1005,126,48461 48421
Cement City,MI,Lenawee,425,184,49233
Zeba,MI,Baraga,351,37,49946
Jennings,MI,Missaukee,294,149,49651
Trowbridge Park,MI,Marquette,2482,691,49855
Brighton,MI,Livingston,7611,836,48116
Hopkins,MI,Allegan,612,493,49328
North Adams,MI,Hillsdale,465,337,49262
Bay City,MI,Bay,67059,1260,48706 48708
Burton,MI,Genesee,28643,473,48509 48529 48519
Manistee,MI,Manistee,9422,719,49660
Deckerville,MI,Sanilac,786,243,48427
Rosebush,MI,Isabella,366,158,48878
Snover,MI,Sanilac,419,23,48472
Weidman,MI,Isabella,860,58,48893
Taylor,MI,Wayne,61276,1002,48180
Schoolcraft,MI,Kalamazoo,1561,614,49087
Berrien Springs,MI,Berrien,7125,733,49103
Colon,MI,St. Joseph,1160,326,49040
Bay Port,MI,Huron,397,45,48720
Kingsley,MI,Grand Traverse,1609,510,49649
Ahmeek,MI,Keweenaw,142,804,49901
Marenisco,MI,Gogebic,179,20,49947
Mesick,MI,Wexford,400,117,49668
Bellaire,MI,Antrim,1067,220,49615
Fostoria,MI,Tuscola,529,52,48435
Farmington,MI,Oakland,10578,1533,48336 48335 48332 48333
Woodland Beach,MI,Monroe,2030,1507,48162
Onaway,MI,Presque Isle,837,198,49765
Waverly,MI,Eaton,24589,1046,48917 48908
Morrice,MI,Shiawassee,898,266,48857
Vassar,MI,Tuscola,3527,462,48768
Alma,MI,Gratiot,16224,589,48801
Morley,MI,Mecosta,490,211,49336
Bridgeport,MI,Saginaw,6458,296,48722 48601
Cass City,MI,Tuscola,2298,502,48726
Bangor,MI,Van Buren,1838,400,49013
Au Gres,MI,Arenac,841,142,48703
Maybee,MI,Monroe,539,210,48159 48162
Farmington Hills,MI,Oakland,81050,940,48336 48335 48334 48331
Greenville,MI,Montcalm,9696,513,48838
Northville,MI,Wayne,5988,1133,48167
Canada Creek Ranch,MI,Montmorency,269,30,49709
Okemos,MI,Ingham,22989,526,48864 48805
Wedgewood,MI,Wexford,212,131,49601
Fruitport,MI,Muskegon,1128,479,49415
Wolverine Lake,MI,Oakland,4641,1419,48390
Clifford,MI,Lapeer,323,82,48727
